Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1821,Data Analytics Course,,4823.0,234.73,30.0,5.0,,1361.0,,Hyderabad,Mobile,data anaytics training
A1822,Data Analytics Course,167.0,4403.0,189.36,25.0,4.0,0.03,1572.0,,Hyderabad,Desktop,learn data analytics
A1823,Data Analytics Course,101.0,3530.0,184.83,22.0,5.0,0.04950495049504951,1802.0,,Hyderabad,Mobile,learn data analytics
A1824,Data Analytics Course,129.0,4679.0,239.21,19.0,3.0,0.023,1215.0,,Hyderabad,Mobile,data analitics online
A1825,Data Analytics Course,153.0,5396.0,233.79,13.0,8.0,0.05228758169934641,1571.0,,Hyderabad,Mobile,data anaytics training
A1826,Data Analytics Course,,3976.0,248.65,16.0,4.0,,1160.0,,Hyderabad,Mobile,data anaytics training
A1827,Data Analytics Corse,108.0,5545.0,209.82,11.0,8.0,0.074,1491.0,,Hyderabad,Mobile,analytics for data
A1828,Data Analytics Course,85.0,4772.0,211.62,15.0,10.0,0.118,1669.0,,Hyderabad,Mobile,learn data analytics
A1829,Data Analytics Course,109.0,4941.0,242.54,18.0,9.0,0.083,1278.0,2024-11-11,Hyderabad,Desktop,data anaytics training
A1831,Data Analytics Corse,143.0,5526.0,185.94,15.0,8.0,0.056,1712.0,,Hyderabad,Desktop,analytics for data
A1832,Data Analytics Corse,161.0,5302.0,184.29,13.0,8.0,0.036,1703.0,,Hyderabad,Tablet,learn data analytics
A1833,Data Analytics Course,146.0,4424.0,196.88,20.0,3.0,0.021,1757.0,,Hyderabad,Tablet,online data analytic
A1834,Data Analytics Course,82.0,5971.0,235.52,14.0,8.0,0.098,1568.0,,Hyderabad,Mobile,learn data analytics
A1835,Data Analytics Course,88.0,3733.0,244.35,12.0,8.0,0.091,1622.0,2024-11-27,Hyderabad,Mobile,online data analytic
A1836,Data Analytics Course,127.0,4403.0,244.3,15.0,7.0,0.055,1832.0,,Hyderabad,Tablet,data analytics course
A1837,Data Analytics Corse,179.0,5118.0,189.59,15.0,6.0,0.034,1892.0,,Hyderabad,Tablet,data analytics course
A1838,Data Analytics Course,199.0,4407.0,240.05,21.0,9.0,0.045,1054.0,,Hyderabad,Desktop,data analitics online
A1840,Data Analytics Course,99.0,4880.0,245.13,25.0,8.0,0.08080808080808081,1236.0,,Hyderabad,Tablet,data analytics course
A1841,Data Analytics Course,122.0,5774.0,224.4,23.0,10.0,0.08196721311475409,1330.0,2024-11-14,Hyderabad,Mobile,learn data analytics
A1842,Data Analytics Corse,178.0,4103.0,207.23,17.0,8.0,0.045,1612.0,,Hyderabad,Mobile,analytics for data
A1843,Data Analytics Course,157.0,4414.0,240.57,17.0,9.0,0.057,1483.0,2024-11-27,Hyderabad,Desktop,learn data analytics
A1845,Data Analytics Course,192.0,3320.0,208.09,17.0,3.0,0.016,1169.0,,Hyderabad,Mobile,data anaytics training
A1846,Data Analytics Course,144.0,4146.0,246.1,18.0,10.0,0.069,1074.0,,Hyderabad,Desktop,analytics for data
A1847,Data Analytics Course,147.0,4720.0,227.6,23.0,8.0,0.05442176870748299,1907.0,,Hyderabad,Tablet,online data analytic
A1848,Data Analytics Course,121.0,3557.0,237.03,16.0,7.0,0.05785123966942149,1255.0,,Hyderabad,Mobile,data analitics online
A1849,Data Analytics Corse,193.0,5899.0,227.24,12.0,9.0,0.042,1832.0,,Hyderabad,Desktop,analytics for data
A1850,Data Analytics Course,170.0,4968.0,216.78,21.0,5.0,0.045,1997.0,,Hyderabad,Tablet,data analytics course
A1852,Data Analytics Course,133.0,4078.0,189.42,21.0,6.0,0.045,1969.0,,Hyderabad,Desktop,data analitics online
A1853,Data Analytics Course,82.0,4163.0,208.08,30.0,8.0,0.098,1297.0,2024-11-04,Hyderabad,Mobile,data analytics course
A1854,Data Analytics Corse,90.0,4330.0,249.24,20.0,4.0,0.044,1618.0,2024-11-15,Hyderabad,Tablet,data anaytics training
A1855,Data Analytics Course,122.0,5882.0,189.76,25.0,7.0,0.057,1357.0,2024-11-25,Hyderabad,Tablet,analytics for data
A1856,Data Analytics Course,105.0,5645.0,218.24,17.0,6.0,0.05714285714285714,1420.0,,Hyderabad,Mobile,online data analytic
A1857,Data Analytics Course,179.0,3848.0,213.26,12.0,5.0,0.027932960893854747,1807.0,,Hyderabad,Desktop,data analytics course
A1858,Data Analytics Course,91.0,5609.0,228.27,12.0,10.0,0.11,1098.0,2024-11-11,Hyderabad,Desktop,analytics for data
A1859,Data Analytics Course,168.0,4390.0,195.52,22.0,10.0,0.06,1553.0,2024-11-04,Hyderabad,Desktop,data analytics course
A1860,Data Analytics Course,162.0,4774.0,210.8,20.0,7.0,0.043,1387.0,,Hyderabad,Tablet,analytics for data
A1861,Data Analytics Course,130.0,5787.0,218.79,13.0,10.0,0.077,1679.0,2024-11-09,Hyderabad,Mobile,online data analytic
A1862,Data Analytics Corse,97.0,5192.0,184.79,13.0,10.0,0.10309278350515463,1382.0,,Hyderabad,Mobile,learn data analytics
A1863,Data Analytics Corse,142.0,4223.0,222.28,27.0,5.0,0.038,1506.0,2024-11-07,Hyderabad,Desktop,learn data analytics
A1865,Data Analytics Corse,186.0,3988.0,237.69,15.0,5.0,0.027,1603.0,2024-11-14,Hyderabad,Tablet,data analytics course
A1866,Data Analytics Corse,170.0,3437.0,232.08,23.0,5.0,0.029,1405.0,,Hyderabad,Mobile,learn data analytics
A1867,Data Analytics Corse,85.0,3718.0,224.14,21.0,6.0,0.071,1938.0,2024-11-04,Hyderabad,Desktop,online data analytic
A1868,Data Analytics Corse,115.0,5343.0,239.92,20.0,8.0,0.06956521739130435,1381.0,2024-11-15,Hyderabad,Desktop,learn data analytics
A1869,Data Analytics Course,167.0,5170.0,241.21,24.0,4.0,0.038,1515.0,,Hyderabad,Mobile,data analytics course
A1870,Data Analytics Course,113.0,5916.0,234.58,18.0,5.0,0.044,1165.0,,Hyderabad,Mobile,data analytics course
A1871,Data Analytics Corse,175.0,4958.0,245.96,22.0,10.0,0.05714285714285714,1777.0,2024-11-21,Hyderabad,Mobile,online data analytic
A1873,Data Analytics Course,194.0,5309.0,191.4,19.0,10.0,0.046,1764.0,,Hyderabad,Desktop,data anaytics training
A1874,Data Analytics Course,,4539.0,244.4,18.0,6.0,,1638.0,2024-11-28,Hyderabad,Mobile,analytics for data
A1875,Data Analytics Course,82.0,4622.0,203.99,17.0,9.0,0.11,1375.0,,Hyderabad,Mobile,online data analytic
A1876,Data Analytics Corse,,3355.0,193.57,26.0,9.0,,1961.0,,Hyderabad,Mobile,learn data analytics
A1877,Data Analytics Course,179.0,4992.0,221.48,27.0,10.0,0.037,1062.0,,Hyderabad,Tablet,learn data analytics
A1878,Data Analytics Course,93.0,3015.0,232.01,21.0,4.0,0.043,1770.0,2024-11-26,Hyderabad,Mobile,learn data analytics
A1879,Data Analytics Course,152.0,4662.0,249.13,24.0,7.0,0.046,1951.0,,Hyderabad,Desktop,online data analytic
A1880,Data Analytics Course,81.0,3766.0,213.12,27.0,7.0,0.086,1183.0,,Hyderabad,Desktop,online data analytic
A1881,Data Analytics Course,130.0,5774.0,241.97,11.0,7.0,0.044,1708.0,,Hyderabad,Desktop,data analytics course
A1882,Data Analytics Course,110.0,4542.0,227.95,20.0,4.0,0.036,1423.0,,Hyderabad,Desktop,data anaytics training
A1884,Data Analytics Course,113.0,5265.0,184.21,27.0,5.0,0.044,1353.0,,Hyderabad,Tablet,data analitics online
A1885,Data Analytics Course,140.0,5297.0,223.9,28.0,6.0,0.043,1630.0,2024-11-21,Hyderabad,Mobile,data analytics course
A1886,Data Analytics Corse,170.0,3347.0,248.44,27.0,3.0,0.01764705882352941,1719.0,,Hyderabad,Desktop,learn data analytics
A1887,Data Analytics Course,176.0,5960.0,245.33,19.0,8.0,0.045,1761.0,,Hyderabad,Tablet,analytics for data
A1888,Data Analytics Corse,,5143.0,246.3,19.0,5.0,,1346.0,,Hyderabad,Mobile,data anaytics training
A1889,Data Analytics Course,195.0,5265.0,242.0,10.0,4.0,0.054,1699.0,,Hyderabad,Tablet,online data analytic
A1890,Data Analytics Course,162.0,4396.0,183.96,18.0,4.0,0.043,1054.0,,Hyderabad,Tablet,data analitics online
A1891,Data Analytics Corse,138.0,4381.0,191.55,28.0,7.0,0.050724637681159424,1756.0,2024-11-01,Hyderabad,Tablet,data anaytics training
A1892,Data Analytics Course,177.0,3965.0,225.82,15.0,4.0,0.023,1530.0,,Hyderabad,Mobile,online data analytic
A1893,Data Analytics Course,159.0,3366.0,217.27,21.0,7.0,0.044,1515.0,,Hyderabad,Tablet,online data analytic
A1894,Data Analytics Course,111.0,4026.0,229.01,13.0,3.0,0.02702702702702703,1438.0,2024-11-01,Hyderabad,Desktop,learn data analytics
A1895,Data Analytics Course,184.0,5560.0,189.14,14.0,6.0,0.03260869565217391,1250.0,2024-11-17,Hyderabad,Tablet,data analitics online
A1896,Data Analytics Course,128.0,4500.0,188.21,10.0,3.0,0.0234375,1087.0,2024-11-14,Hyderabad,Desktop,online data analytic
A1897,Data Analytics Course,164.0,3851.0,219.15,22.0,6.0,0.049,1487.0,,Hyderabad,Mobile,learn data analytics
A1898,Data Analytics Course,120.0,3464.0,228.3,19.0,4.0,0.058,1426.0,,Hyderabad,Tablet,online data analytic
A1901,Data Analytics Course,143.0,4143.0,191.68,20.0,5.0,0.035,1460.0,2024-11-30,Hyderabad,Tablet,analytics for data
A1902,Data Analytics Course,176.0,5768.0,238.94,14.0,8.0,0.045,1016.0,,Hyderabad,Tablet,data analitics online
A1903,Data Analytics Corse,151.0,4408.0,214.29,20.0,5.0,0.033,1900.0,,Hyderabad,Desktop,data analytics course
A1904,Data Analytics Course,134.0,3623.0,221.65,19.0,5.0,0.047,1937.0,2024-11-24,Hyderabad,Desktop,data analitics online
A1905,Data Analytics Course,191.0,3057.0,223.28,27.0,6.0,0.031,1208.0,,Hyderabad,Desktop,data analitics online
A1907,Data Analytics Corse,112.0,3989.0,228.74,10.0,8.0,0.07142857142857142,1812.0,,Hyderabad,Mobile,analytics for data
A1908,Data Analytics Course,169.0,3619.0,246.66,28.0,3.0,0.018,1354.0,2024-11-25,Hyderabad,Desktop,online data analytic
A1909,Data Analytics Course,172.0,4696.0,242.17,26.0,3.0,0.017,1719.0,2024-11-06,Hyderabad,Desktop,data analytics course
A1910,Data Analytics Course,162.0,5684.0,219.08,30.0,7.0,0.043209876543209874,1295.0,,Hyderabad,Desktop,data analytics course
A1911,Data Analytics Corse,183.0,4197.0,243.19,29.0,8.0,0.04371584699453552,1593.0,,Hyderabad,Mobile,data anaytics training
A1912,Data Analytics Course,108.0,5949.0,184.25,23.0,8.0,0.074,1986.0,,Hyderabad,Desktop,data anaytics training
A1915,Data Analytics Course,122.0,4632.0,236.57,13.0,6.0,0.04918032786885246,1001.0,2024-11-15,Hyderabad,Desktop,data analytics course
A1917,Data Analytics Course,122.0,4525.0,202.89,23.0,8.0,0.034,1499.0,,Hyderabad,Tablet,data anaytics training
A1918,Data Analytics Course,175.0,4850.0,186.25,28.0,10.0,0.057,1978.0,,Hyderabad,Desktop,analytics for data
A1919,Data Analytics Course,123.0,4938.0,180.64,24.0,9.0,0.073,1746.0,,Hyderabad,Tablet,data analytics course
A1920,Data Analytics Corse,135.0,5748.0,239.22,20.0,7.0,0.051,1222.0,,Hyderabad,Tablet,analytics for data
A1921,Data Analytics Course,,4622.0,187.85,24.0,5.0,,1998.0,,Hyderabad,Tablet,analytics for data
A1923,Data Analytics Corse,,5308.0,234.1,27.0,8.0,,1150.0,,Hyderabad,Tablet,analytics for data
A1924,Data Analytics Course,89.0,3069.0,205.37,19.0,6.0,0.06741573033707865,1518.0,,Hyderabad,Desktop,data analitics online
A1925,Data Analytics Corse,,4221.0,180.83,24.0,10.0,0.033,1082.0,,Hyderabad,Tablet,learn data analytics
A1926,Data Analytics Course,148.0,4514.0,203.54,23.0,3.0,0.047,1622.0,,Hyderabad,Desktop,data analitics online
A1927,Data Analytics Course,96.0,3468.0,228.41,16.0,9.0,0.094,1035.0,,Hyderabad,Desktop,learn data analytics
A1928,Data Analytics Course,126.0,3613.0,208.74,18.0,7.0,0.05555555555555555,1106.0,2024-11-06,Hyderabad,Desktop,learn data analytics
A1929,Data Analytics Course,115.0,3234.0,227.77,30.0,3.0,0.026,1272.0,,Hyderabad,Tablet,learn data analytics
A1930,Data Analytics Corse,135.0,5436.0,245.86,28.0,9.0,0.067,1453.0,,Hyderabad,Desktop,data analitics online
A1932,Data Analytics Course,80.0,3777.0,199.52,12.0,7.0,0.0875,1694.0,2024-11-22,Hyderabad,Desktop,learn data analytics
A1933,Data Analytics Corse,190.0,3461.0,205.22,28.0,10.0,0.05263157894736842,1616.0,,Hyderabad,Mobile,online data analytic
A1934,Data Analytics Corse,135.0,4575.0,241.92,10.0,5.0,0.037037037037037035,1553.0,,Hyderabad,Desktop,data analytics course
A1935,Data Analytics Corse,149.0,3471.0,242.14,23.0,4.0,0.027,1937.0,2024-11-19,Hyderabad,Desktop,data anaytics training
A1937,Data Analytics Corse,132.0,5428.0,180.73,10.0,7.0,0.039,1732.0,,Hyderabad,Desktop,data analytics course
A1938,Data Analytics Course,198.0,4499.0,245.24,27.0,7.0,0.035,1165.0,,Hyderabad,Tablet,online data analytic
A1939,Data Analytics Course,153.0,3285.0,226.26,12.0,7.0,0.046,1838.0,2024-11-21,Hyderabad,Desktop,online data analytic
A1941,Data Analytics Course,91.0,4600.0,194.14,19.0,7.0,0.077,1255.0,2024-11-19,Hyderabad,Mobile,data analitics online
A1942,Data Analytics Corse,154.0,4804.0,190.98,21.0,3.0,0.019,1521.0,,Hyderabad,Desktop,data anaytics training
A1943,Data Analytics Course,115.0,5472.0,230.29,26.0,4.0,0.034782608695652174,1275.0,2024-11-07,Hyderabad,Mobile,learn data analytics
A1944,Data Analytics Corse,86.0,5493.0,191.28,18.0,9.0,0.105,1204.0,,Hyderabad,Tablet,data analytics course
A1945,Data Analytics Course,116.0,3188.0,238.62,15.0,10.0,0.086,1429.0,,Hyderabad,Tablet,online data analytic
A1946,Data Analytics Course,144.0,3579.0,237.97,21.0,10.0,0.069,1155.0,,Hyderabad,Desktop,data analytics course
A1947,Data Analytics Course,101.0,4198.0,204.09,30.0,10.0,0.099,1642.0,,Hyderabad,Desktop,data anaytics training
A1948,Data Analytics Course,116.0,4224.0,245.99,10.0,5.0,0.04310344827586207,1054.0,2024-11-05,Hyderabad,Tablet,data analitics online
A1949,Data Analytics Course,187.0,3199.0,193.29,24.0,6.0,0.032,1430.0,,Hyderabad,Tablet,online data analytic
A1950,Data Analytics Course,114.0,4333.0,192.81,26.0,6.0,0.053,1722.0,,Hyderabad,Tablet,data anaytics training
A1951,Data Analytics Course,141.0,3617.0,198.52,20.0,9.0,0.06382978723404255,1858.0,,Hyderabad,Desktop,data analytics course
A1953,Data Analytics Corse,186.0,4689.0,204.31,26.0,6.0,0.032,1936.0,2024-11-21,Hyderabad,Desktop,data analitics online
A1954,Data Analytics Course,,4846.0,206.4,21.0,7.0,,1526.0,,Hyderabad,Mobile,data analitics online
A1955,Data Analytics Course,136.0,3441.0,236.21,26.0,9.0,0.0661764705882353,1461.0,,Hyderabad,Desktop,learn data analytics
A1956,Data Analytics Corse,185.0,3719.0,245.91,17.0,9.0,0.049,1218.0,2024-11-09,Hyderabad,Mobile,online data analytic
A1957,Data Analytics Course,162.0,3337.0,200.94,11.0,9.0,0.056,1820.0,2024-11-16,Hyderabad,Mobile,data analytics course
A1959,Data Analytics Course,109.0,5641.0,224.36,30.0,4.0,0.037,1531.0,,Hyderabad,Tablet,analytics for data
A1960,Data Analytics Course,88.0,3992.0,195.38,14.0,4.0,0.045454545454545456,1228.0,,Hyderabad,Desktop,data analytics course
A1961,Data Analytics Course,189.0,3411.0,205.26,28.0,7.0,0.037037037037037035,1147.0,,Hyderabad,Desktop,analytics for data
A1962,Data Analytics Corse,154.0,3099.0,218.7,30.0,6.0,0.039,1366.0,,Hyderabad,Desktop,data analitics online
A1963,Data Analytics Course,106.0,3017.0,242.71,24.0,5.0,0.03,1701.0,,Hyderabad,Mobile,learn data analytics
A1964,Data Analytics Course,134.0,,202.32,17.0,5.0,0.057,1963.0,,Hyderabad,Tablet,data anaytics training
A1965,Data Analytics Corse,84.0,5662.0,228.62,25.0,9.0,0.107,1988.0,,Hyderabad,Desktop,analytics for data
A1966,Data Analytics Course,190.0,4476.0,198.18,12.0,4.0,0.021052631578947368,1002.0,,Hyderabad,Desktop,data analitics online
A1967,Data Analytics Course,156.0,4771.0,199.3,26.0,8.0,0.051,1823.0,2024-11-04,Hyderabad,Tablet,data analitics online
A1968,Data Analytics Course,,5510.0,198.92,23.0,9.0,,1063.0,,Hyderabad,Desktop,data analytics course
A1969,Data Analytics Corse,170.0,4786.0,202.62,27.0,6.0,0.04,1372.0,,Hyderabad,Mobile,data anaytics training
A1970,Data Analytics Corse,86.0,3964.0,193.15,26.0,5.0,0.045,1639.0,,Hyderabad,Desktop,learn data analytics
A1971,Data Analytics Course,143.0,5317.0,236.37,10.0,3.0,0.02097902097902098,1861.0,,Hyderabad,Tablet,data analitics online
A1972,Data Analytics Corse,84.0,3454.0,206.8,23.0,3.0,0.036,1573.0,,Hyderabad,Desktop,learn data analytics
A1973,Data Analytics Course,145.0,3804.0,236.92,29.0,8.0,0.05517241379310345,1328.0,2024-11-23,Hyderabad,Tablet,data analytics course
A1974,Data Analytics Course,126.0,4670.0,234.65,25.0,8.0,0.06349206349206349,1470.0,,Hyderabad,Desktop,online data analytic
A1975,Data Analytics Corse,156.0,3273.0,189.36,14.0,6.0,0.038,1860.0,2024-11-15,Hyderabad,Mobile,data analitics online
A1976,Data Analytics Corse,124.0,4236.0,182.02,,9.0,0.073,1979.0,,Hyderabad,Desktop,data anaytics training
A1977,Data Analytics Course,197.0,5866.0,217.81,28.0,7.0,0.036,1331.0,,Hyderabad,Mobile,learn data analytics
A1979,Data Analytics Corse,129.0,4856.0,230.13,23.0,7.0,0.054,1720.0,,Hyderabad,Tablet,learn data analytics
A1980,Data Analytics Corse,93.0,4054.0,244.73,11.0,8.0,0.086,1066.0,2024-11-24,Hyderabad,Desktop,online data analytic
A1982,Data Analytics Corse,135.0,4430.0,196.18,12.0,9.0,0.067,1374.0,2024-11-08,Hyderabad,Mobile,analytics for data
A1983,Data Analytics Course,138.0,5356.0,204.86,15.0,9.0,0.065,1268.0,2024-11-22,Hyderabad,Mobile,online data analytic
A1985,Data Analytics Course,151.0,5301.0,232.06,13.0,9.0,0.06,1893.0,2024-11-05,Hyderabad,Mobile,data analitics online
A1986,Data Analytics Course,189.0,3031.0,209.84,25.0,6.0,0.032,1936.0,2024-11-26,Hyderabad,Tablet,online data analytic
A1988,Data Analytics Course,178.0,4745.0,200.61,12.0,9.0,0.051,1574.0,,Hyderabad,Desktop,learn data analytics
A1989,Data Analytics Corse,164.0,3024.0,192.34,12.0,8.0,0.049,1997.0,,Hyderabad,Desktop,data analytics course
A1990,Data Analytics Corse,94.0,5435.0,231.42,21.0,5.0,0.056,1114.0,2024-11-03,Hyderabad,Desktop,data analitics online
A1991,Data Analytics Corse,176.0,3021.0,204.53,29.0,7.0,0.03,1620.0,,Hyderabad,Tablet,online data analytic
A1992,Data Analytics Course,165.0,5335.0,192.53,23.0,5.0,0.03,1402.0,,Hyderabad,Mobile,data anaytics training
A1993,Data Analytics Course,188.0,4081.0,237.05,18.0,8.0,0.05,1846.0,,Hyderabad,Tablet,data analytics course
A1994,Data Analytics Course,87.0,4840.0,205.72,16.0,6.0,0.06896551724137931,1040.0,,Hyderabad,Desktop,online data analytic
A1995,Data Analytics Course,106.0,4738.0,196.7,17.0,4.0,0.038,1515.0,2024-11-29,Hyderabad,Tablet,data anaytics training
A1996,Data Analytics Course,198.0,4181.0,218.4,10.0,8.0,0.04,1298.0,,Hyderabad,Mobile,data anaytics training
A1997,Data Analytics Corse,121.0,5813.0,202.92,25.0,6.0,0.05,1226.0,,Hyderabad,Tablet,data analitics online
A1998,Data Analytics Course,120.0,4303.0,202.8,21.0,4.0,0.033,1033.0,2024-11-26,Hyderabad,Tablet,online data analytic
A1999,Data Analytics Course,189.0,5201.0,210.87,21.0,10.0,0.053,1560.0,2024-11-11,Hyderabad,Mobile,data analytics course
A2001,Data Analytics Course,99.0,4051.0,207.42,10.0,9.0,0.091,1797.0,,Hyderabad,Mobile,analytics for data
A2002,Data Analytics Course,199.0,4080.0,243.8,23.0,7.0,0.05,1507.0,,Hyderabad,Desktop,data anaytics training
A2003,Data Analytics Course,180.0,4140.0,240.76,21.0,8.0,0.044,1248.0,,Hyderabad,Desktop,online data analytic
A2004,Data Analytics Course,88.0,3333.0,193.25,29.0,3.0,0.034,1398.0,,Hyderabad,Tablet,data analitics online
A2005,Data Analytics Course,140.0,3689.0,249.33,20.0,9.0,0.064,1329.0,2024-11-22,Hyderabad,Mobile,learn data analytics
A2006,Data Analytics Course,166.0,4665.0,223.95,23.0,9.0,0.054,1404.0,,Hyderabad,Tablet,data analitics online
A2007,Data Analytics Corse,185.0,3670.0,198.66,30.0,4.0,0.057,1440.0,,Hyderabad,Desktop,data anaytics training
A2008,Data Analytics Course,139.0,4036.0,242.12,25.0,5.0,0.036,1329.0,2024-11-26,Hyderabad,Tablet,learn data analytics
A2009,Data Analytics Corse,142.0,4497.0,198.98,27.0,3.0,0.02112676056338028,1582.0,2024-11-30,Hyderabad,Tablet,analytics for data
A2010,Data Analytics Course,173.0,3705.0,197.01,20.0,10.0,0.058,1010.0,,Hyderabad,Desktop,data anaytics training
A2012,Data Analytics Corse,153.0,5283.0,205.72,24.0,3.0,0.02,1591.0,,Hyderabad,Desktop,learn data analytics
A2013,Data Analytics Course,104.0,5203.0,241.15,17.0,6.0,0.048,1164.0,,Hyderabad,Mobile,data analitics online
A2014,Data Analytics Course,120.0,4243.0,198.49,15.0,10.0,0.083,1891.0,,Hyderabad,Desktop,data anaytics training
A2015,Data Analytics Corse,100.0,3716.0,247.95,23.0,8.0,0.08,1924.0,,Hyderabad,Mobile,learn data analytics
A2016,Data Analytics Course,106.0,3646.0,237.89,28.0,7.0,0.046,1564.0,,Hyderabad,Mobile,analytics for data
A2017,Data Analytics Course,136.0,4101.0,227.43,28.0,9.0,0.057,1284.0,,Hyderabad,Tablet,learn data analytics
A2019,Data Analytics Course,153.0,3381.0,231.35,29.0,5.0,0.033,1769.0,2024-11-28,Hyderabad,Tablet,data analytics course
A2020,Data Analytics Corse,111.0,5003.0,213.34,29.0,3.0,0.02702702702702703,1938.0,,Hyderabad,Tablet,analytics for data
A2021,Data Analytics Course,156.0,5415.0,198.27,29.0,7.0,0.037,1918.0,,Hyderabad,Desktop,data anaytics training
A2024,Data Analytics Corse,96.0,3958.0,238.06,17.0,4.0,0.042,1750.0,2024-11-07,Hyderabad,Mobile,online data analytic
